scraped_comment,time,date,year
"<div class=""narrow"">There are cash salary certificates. Check these links<br><br><a href=""https://www.wisdomjobs.com/careeredge/cash-salary-certificate-format-2798"">https://www.wisdomjobs.com/careeredge/cash-salary-certificate-format-2798</a><br><br><a href=""https://www.askmefast.com/Sub_cash_salary_certificate_i_give_salary_to_my_all_employees_in_cash_one_of_my_employee_wants_salary_certificate_i_know_about_format_of_salary_sl-qna8890792.html"">https://www.askmefast.com/Sub_cash_salary_certificate_i_give_salary_to_my_all_employees_in_cash_one_of_my_employee_wants_salary_certificate_i_know_about_format_of_salary_sl-qna8890792.html</a><br><br>Or draft the salary certificate in one of the formats.<br><br>You can also send me a pm, and I'll send the format of mine to you.<br><br><blockquote><a href=""/post/76638509""><b>NameUserNo</b></a>:<br><br>Hello, good day.<br><br>Please my ex employer  is saying pay slip or salary certificate is only issued in places where salary was paid into a bank account. Meaning I have no other proof of payment unless the reference letter. What do I do?</blockquote></div>",10:25pm,Mar-14,2019
"<div class=""narrow"">Finally!!! Happy for you  <img src=""https://www.nairaland.com/faces/smiley.png"" alt=""smiley"" border=""0"" class=""faces""><br><br><blockquote><a href=""/post/76650425""><b>johnnybravo1990</b></a>:<br><b>URGENT!</b><br><br>If I have all the money I need for POF in my dollar account, do I still need to get bank statement of my naira or salary account (no money in the naira/salary account).<br><br>And by the way, I have finally gotten my POF! Yippee!</blockquote></div>",10:29pm,Mar-14,2019
"<div class=""narrow"">Kindly add me to the group.quote author=adenikeO post=76659292]Good evening everyone, for those interested in joining the BCS Whatsapp group to get more information on the certificate can join via the link below.<br><br><a href=""https:///Fv1vy6tD7ng07oPlVtqh4K"">https:///Fv1vy6tD7ng07oPlVtqh4K</a><br><br><br>[/quote]</div>",10:30pm,Mar-14,2019
"<div class=""narrow"">This killed me!!! Chai!!  <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""><br><br><blockquote><a href=""/post/76659217""><b>Ifeoma77</b></a>:<br><br><b>They blew away in the aftermath of Thanos' snap?</b><br><br><br>In your place, I'd take my chances with Canada. Who knows, they might appreciate the honesty and approve you.</blockquote></div>",10:36pm,Mar-14,2019
"<div class=""narrow"">Thank you so much for been blunt.<br><br>I appreciate you.<br><br>However, what are the steps that you advice in coming out clean? Should I reapply for USA visa with right information/data about myself knowing fully well that i would be refused? Thereafter, try my luck with Canada <br><br>Thanks.<br><br><blockquote><a href=""/post/76659217""><b>Ifeoma77</b></a>:<br><br>The only option I see here is to come clean and then pray to God for mercy/favour.<br>You can't blame an agent because you did it repeatedly and consistently. <br>You didn't lie about just one thing, you practically reinvented yourself for the US visa application.<br>Even if you say now that the 'marriage' broke down or was a customary one, how will you explain away the children (or lack thereof)? They blew away in the aftermath of Thanos' snap?<br>Also, remember that PR applications are subjected to deeper background checks than regular visit visas, they will eventually unearth the lies.<br>The way I see it, you have two options<br>1. Tell the truth, show remorse and hope for the best. <br>2. Forget about emigration - to any of 'the five'<br><br>In your place, I'd take my chances with Canada. Who knows, they might appreciate the honesty and approve you.</blockquote></div>",10:47pm,Mar-14,2019
"<div class=""narrow""><blockquote><a href=""/post/76661899""><b>Porschefarmer</b></a>:<br>Thanks alot. <br><br>So she did not bother doing changing of name with new paper publication? <br><br></blockquote>she did change of name way before the inception of EE. i suggest your wife does, it doesn't cost much</div>",10:49pm,Mar-14,2019
"<div class=""narrow""><blockquote><a href=""/post/76658259""><b>luvluvluv</b></a>:<br>Good evening my people,<br>I have two questions...<br><br>Is a crs score of 411 eligible?<br><br>Secondly, my wife has two cousins and an aunt who r citizens of Canada. Can she claim point with any of them?<br><br>Pls pardon me if this has been dealt with before.</blockquote><br><br>Someone should pls answer this</div>",11:05pm,Mar-14,2019
"<div class=""narrow""><blockquote><a href=""/post/76663863""><b>ladymarshall</b></a>:<br>There are cash salary certificates. Check these links<br><br><a href=""https://www.wisdomjobs.com/careeredge/cash-salary-certificate-format-2798"">https://www.wisdomjobs.com/careeredge/cash-salary-certificate-format-2798</a><br><br><a href=""https://www.askmefast.com/Sub_cash_salary_certificate_i_give_salary_to_my_all_employees_in_cash_one_of_my_employee_wants_salary_certificate_i_know_about_format_of_salary_sl-qna8890792.html"">https://www.askmefast.com/Sub_cash_salary_certificate_i_give_salary_to_my_all_employees_in_cash_one_of_my_employee_wants_salary_certificate_i_know_about_format_of_salary_sl-qna8890792.html</a><br><br>Or draft the salary certificate in one of the formats.<br><br>You can also send me a pm, and I'll send the format of mine to you.<br><br></blockquote>Okay thanks. I have sent  PM already</div>",11:52pm,Mar-14,2019
"<div class=""narrow""><blockquote><a href=""/post/76664362""><b>Walkingnigger</b></a>:<br>Thank you so much for been blunt.<br><br>I appreciate you.<br><br>However, what are the steps that you advice in coming out clean? Should I reapply for USA visa with right information/data about myself knowing fully well that i would be refused? Thereafter, try my luck with Canada <br><br>Thanks.<br><br></blockquote><br>As u have been strongly advised by IFY, I think you should forget about USA, Uk, Australia and New Zealand for now on a temporary visa and try to focus on getting Canny PR. I can tell you from the experience that it won’t have any negative impact on your application.however, your application might be subjected to more checks hence longer processing time. Also,You’ll need to explain yourself and be honest about your past immigration history cos everything will be exhumed during ur background checks. you can visit USA when u become a Canadian citizen.<br>I repeat don’t hide anything, Goodluck and sin no more.</div>",12:17am,Mar-15,2019
"<div class=""narrow""><blockquote><a href=""/post/76661819""><b>Ifeoma77</b></a>:<br><br><br>Kindly give me some insight on what to do in this case:<br><br>So I had gone to WAEC to process my WASSCE for WES evaluation. I was eventually sent a tracking code which I tracked every move of that document. It finally arrived and was delivered to WES on 5th March 2019.<br><br>I wondered why the status on WES platforms didn't change. I assumed as soon as the degree transcript arrived both will change to ""received""<br><br>On the contrary, the transcript that left on Monday and was received on Wednesday had changed to ""received and awaiting verification "", while the WAEC still reads ""Not received""<br><br>What do I do ? Should I hellofax the documents to them or mail WES with picture evidence of DHL tracking details and confirmation of delivery ?<br><br>Who don dey dis kind situation abeg <br><br>With no degree certificate, WES won't even give you an ECA. However, if you have statement of result, WES would accept that.<br>What of you get a photocopy of the lost degree certificate and certify it in court. Add police extract for lost item and then write to IQAS for reconsideration.<br>Or travel to your school in Ghana and get them to issue some kind of letter acknowledging your studies even in the absence of a replacement certificate?<br><br>On the other hand, you can use your ECA report like that and add LOE to explain the lack of a certificate. If you have a mail trail showing where the school denied your request for a replacement certificate, that would be perfect.</blockquote></div>",12:33am,Mar-15,2019
"<div class=""narrow"">Oh my that was such a read guys....had to catchup on over 50 pages and of course the more I read the more the pages increases <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces"">, somebody cannot even leave you guys for a while ahn ahn. <br><br>Was i tempted to jump to the current page OH YES I WAS <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> but I knew every page comes with something fresh I can learn from and add to my bookmark, it took me a couple of days but yes it was worth it.<br><br>To my dear seniors that got the GOLDEN MAIL....you can't imagine how my deep silent prayers for you guys and I'm glad you didn't disappoint with your script From @Tojued to @Ramj, @Jesusbaby and others forgive me i can't recall all and of course our very own prof raphrulz I got to the page of your script two days ago around 2am and my eyes were already shutting down. I immediately  scroll through just to have an idea of what I was getting into lol, when I saw the long gist I just dropped my phone and went to bed so I could read with my eyes wide open and enjoy the read. You didn't disappoint at all because you murdered every part of the journey with enough details. Thanks alot prof, I'm sure most of us learnt a thing or two from your very detailed script.....I think @raphrulz, @tojued @Ramj and other seniors that just got PPR should book a flight together. Let's have our first set of nairalanders land together and give us some juicy landing gist on the sister thread. <br><br>I'm very happy for you all, May your new home favour you and may the doors of favour and success welcome you as you land.</div>",12:58am,Mar-15,2019
"<div class=""narrow"">A whole @raphrulz got PPR and I dinnor hear? What<img src=""/faces/huh.png"" style=""width:15px;height:22px;""><br><br>I hope a panel was set up to mark his script?<br><br>Lemme goan read his epistle first. Ayam coming back.</div>",3:15am,Mar-15,2019
"<div class=""narrow"">Pls guys, I have gone through some threads  here. It seems the most popular credential evaluation body is WES, but I have my documents with ECE already used for other purpose and I am aware they do Immigration Evaluation too. Can I use ECE or why do most people use WES? Thanks</div>",3:27am,Mar-15,2019
"<div class=""narrow"">Please Seniors,  during Background checks, what exactly are they checking and where do they check?</div>",3:28am,Mar-15,2019
"<div class=""narrow"">Congratulations sis mi.  A marvelous thing indeed.  <blockquote><a href=""/post/76573337""><b>JesusBabyyy</b></a>:<br><b>MY PPR STORY</b><br><br></blockquote></div>",3:35am,Mar-15,2019
"<div class=""narrow"">Congratulations @raphrulz<br><br>My comrades have done justice to the scoring of your script but I want to rate you 5.6/10 first. Provide us with the password to your CIC account, then you can get the remaining marks.</div>",3:40am,Mar-15,2019
"<div class=""narrow""><blockquote><a href=""/post/76661212""><b>joe10</b></a>:<br>Good day house. Pls I have a serious issue at hand... I misplaced my degree certificate and my school in Ghana refuse to issue another one. I used only my degree transcript for IQAS assessment for educational purpose. IQAS reports read that my degree is equivalent to Canadian 4yrs degree but states that its a B.Sc partial completion which i don't understand. Now that i want to use WES with no degree certificate but plan to submit my transcript. Will there be any issue for me</blockquote><br>Tell your school to give you attestation of result.</div>",4:33am,Mar-15,2019
"<div class=""narrow""><blockquote><a href=""/post/76656761""><b>twAYz</b></a>:<br>For some of us willing to join Canadian Migration WhatsApp group, please follow the link below<br><br><a href=""https:///DuevcawNqCKCAQmRbKPNBV"">https:///DuevcawNqCKCAQmRbKPNBV</a></blockquote><br><br>The link is not working bro/sis. Can I pm you my number so I can be added?</div>",5:34am,Mar-15,2019
"<div class=""narrow"">The WhatsApp link is not working. Just add me up on 08065595151</div>",6:05am,Mar-15,2019
"<div class=""narrow""><blockquote><a href=""/post/76594104""><b>raphrulz</b></a>:<br><span style=""color:#000099;""> <img src=""https://www.nairaland.com/faces/cheesy.png"" alt=""cheesy"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/cheesy.png"" alt=""cheesy"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/cheesy.png"" alt=""cheesy"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/cheesy.png"" alt=""cheesy"" border=""0"" class=""faces""><br><br><br><br>Are you serious about the BIL... how long does it take now??</span><br><br></blockquote><br>I got my BIL 6 days after passing medicals. I know someone that has been waiting almost a month for BIL AFTER she passed medicals. <br><br>Some are still getting both at once though, its all so really confusing right now.</div>",6:20am,Mar-15,2019
"<div class=""narrow"">Woke up to THE mail today<br>It's PPR!!!!!!!!!!!!!!!!!</div>",6:47am,Mar-15,2019
"<div class=""narrow"">yay*dancing*screaming*shouting*smiling*laughing* Congrats congats congrats Ifeoma!!!! it sure feels like mine I wonder what I will do when I get mine. Oya we are waiting for the full gist let prof raphrulz and ladymarshall comman mark. In short you have 15/10 already sef before writing. <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""><br><br><blockquote><a href=""/post/76668454""><b>Ifeoma77</b></a>:<br>Woke up to THE mail today<br>It's PPR!!!!!!!!!!!!!!!!!<br></blockquote></div>",6:55am,Mar-15,2019
"<div class=""narrow""><blockquote><a href=""/post/76668454""><b>Ifeoma77</b></a>:<br>Woke up to THE mail today<br>It's PPR!!!!!!!!!!!!!!!!!<br></blockquote><br>Waaaaaaat!!!!! <br><br>Congratulobia..</div>",6:56am,Mar-15,2019
"<div class=""narrow""><blockquote><a href=""/post/76668454""><b>Ifeoma77</b></a>:<br>Woke up to THE mail today<br>It's PPR!!!!!!!!!!!!!!!!!<br></blockquote>congrats!</div>",7:08am,Mar-15,2019
"<div class=""narrow"">Yesssssss o. <br><br>Congratulations, may you flourish in your new home. <br><br><s>PS: where is the celebratory orgy taking place?</s><br><br><blockquote><a href=""/post/76668454""><b>Ifeoma77</b></a>:<br>Woke up to THE mail today<br>It's PPR!!!!!!!!!!!!!!!!!<br></blockquote></div>",7:09am,Mar-15,2019
"<div class=""narrow""><blockquote><a href=""/post/76668454""><b>Ifeoma77</b></a>:<br>Woke up to THE mail today<br>It's PPR!!!!!!!!!!!!!!!!!<br></blockquote>Finally..congrats dear..go and prosper in your new country.</div>",7:09am,Mar-15,2019
"<div class=""narrow"">Which body are you currently using? <br><br><blockquote><a href=""/post/76666968""><b>mcdoujoy</b></a>:<br>Pls guys, I have gone through some threads  here. It seems the most popular credential evaluation body is WES, but I have my documents with ECE already used for other purpose and I am aware they do Immigration Evaluation too. Can I use ECE or why do most people use WES? Thanks </blockquote></div>",7:10am,Mar-15,2019
"<div class=""narrow""><blockquote><a href=""/post/76664362""><b>Walkingnigger</b></a>:<br>Thank you so much for been blunt.<br><br>I appreciate you.<br><br>However, what are the steps that you advice in coming out clean? Should I reapply for USA visa with right information/data about myself knowing fully well that i would be refused? Thereafter, try my luck with Canada <br><br>Thanks.<br><br></blockquote>No don't worry about US visa, just fill your Canada e-Apr correctly then add LOE detailing your actions. Explain that you were ignorant/misled and you're coming clean because you don't want to start your new life in Canada with lies.</div>",7:13am,Mar-15,2019
"<div class=""narrow"">Oh My God!<br><br>God still does anwser prayers.. I am happy for your @Ifeoma77. <br><br>You have 10/10 even before your script comes... You have been a blessing to us all<br><br>quote author=Ifeoma77 post=76668454]Woke up to THE mail today<br>It's PPR!!!!!!!!!!!!!!!!!<br>[/quote]</div>",7:14am,Mar-15,2019
"<div class=""narrow""><blockquote><a href=""/post/76672466""><b>Ifeoma77</b></a>:<br>God is too good<br><br>...Long post alert...<br><br><br></blockquote><br>Your Boss is right jare....You are awesome...Je kan Mo.. <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""><br>Congratulations once again...now let me take my time and read this sweet gist for the third time...o na ato mu pieces.</div>",9:47am,Mar-15,2019
"<div class=""narrow"">Congratulations Ifeoma. My heart indeed rejoices with you. I believe your PPR is right on time because I know there's no delay with God. <br>Who is next o?</div>",9:50am,Mar-15,2019
"<div class=""narrow"">Thank you guys, I am just cheesing here from ear to ear<br>God bless you all for your prayers, good wishes and the encouragement during the wait.<br>we shall all enjoy our new country<br> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""></div>",9:56am,Mar-15,2019
"<div class=""narrow"">Plenty congrats Ifeoma. Cheers to a blissful future in Canada.<br><br>@joo2018, you are next in line.</div>",9:57am,Mar-15,2019
"<div class=""narrow"">WOWWWW.....CONGRATULATIONS SIS.  <br><br>May Cannyland favour you...<br><br>You've been so helpful on this thread....Even when questions that some see as irrelevant is asked...you offer your advice and help. God bless you abundantly. You are such a beautiful soul.<br><br>Please continue to make yourself available for those of us coming behind. <br><br>Go abd prosper sis <img src=""https://www.nairaland.com/faces/cool.png"" alt=""cool"" border=""0"" class=""faces""><br><br><br><br><br><blockquote><a href=""/post/76668454""><b>Ifeoma77</b></a>:<br>Woke up to THE mail today<br>It's PPR!!!!!!!!!!!!!!!!!<br></blockquote></div>",10:00am,Mar-15,2019
"<div class=""narrow"">Congratulations Ifeoma. <img src=""https://www.nairaland.com/faces/smiley.png"" alt=""smiley"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/cheesy.png"" alt=""cheesy"" border=""0"" class=""faces""></div>",10:00am,Mar-15,2019
"<div class=""narrow"">Congratulations to all PPR recipients. God is indeed awesome! Please I would like to find out if anyone in 2019 has evaluated ACCA advanced diploma in accounting and business (F4 to F9 subjects) from WES. If so, please what was the outcome? Was it one year diploma?</div>",10:00am,Mar-15,2019
"<div class=""narrow"">Congratulations Ifeoma.MAY God be praised!!!THE mail today<br>It's PPR!!!!!!!!!!!!!!!!!<br>[/quote]</div>",10:01am,Mar-15,2019
"<div class=""narrow"">Ifeoma<br><br>It was absolutely wonderful to read your gist!<br><br>I wish you the very best moving forward.<br><br>Thank you for all you've done here.<br><br>From my experience so far, the wait kinda sucks out the fun and excitement.<br><br>Congrats again</div>",10:03am,Mar-15,2019
"<div class=""narrow""><blockquote><a href=""/post/76672466""><b>Ifeoma77</b></a>:<br>God is too good<br><br>...Long post alert...<br><br><br></blockquote>Congratulations dear<br>You are such a blessing to this thread. Please don't leave us</div>",10:14am,Mar-15,2019
"<div class=""narrow""><blockquote><a href=""/post/76672466""><b>Ifeoma77</b></a>:<br>God is too good<br><br>...Long post alert...<br><br><br></blockquote><br>Congratulations again &amp; again dear.<br><br>TGIF <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces"">...Jamboree! Jamboree!! Jamboree!!!</div>",10:14am,Mar-15,2019
"<div class=""narrow""><blockquote><a href=""/post/76671179""><b>Adunnee</b></a>:<br><br><br>Awesome! Congrats Ifeoma. The feeling was so strong on that day. I knew it would come soon. I'm so hapoy for you dear. Go and prosper.</blockquote>You're a prophet for sure. <br>Now I can say 'thank you' without the 'in advance'<br>Thank you Sis.<br> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces"">  <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""></div>",10:15am,Mar-15,2019
"<div class=""narrow""><blockquote><a href=""/post/76673476""><b>reavealhidden</b></a>:<br><br><br>Congratulations again &amp; again dear.<br><br>TGIF <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces"">...Jamboree! Jamboree!! Jamboree!!!<br></blockquote><img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> I am stealing this tambourine shaker!<br>Thanks Sis  <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""></div>",10:16am,Mar-15,2019
"<div class=""narrow"">Yayyyyyy!! Congratulations!!<br><br><blockquote><a href=""/post/76668454""><b>Ifeoma77</b></a>:<br>Woke up to THE mail today<br>It's PPR!!!!!!!!!!!!!!!!!<br></blockquote></div>",10:19am,Mar-15,2019
"<div class=""narrow"">Congrats Ify....May our New Country be fruitful for you and us all.<blockquote><a href=""/post/76672466""><b>Ifeoma77</b></a>:<br>God is too good<br><br>...Long post alert...<br><br><br></blockquote></div>",10:20am,Mar-15,2019
"<div class=""narrow""><blockquote><a href=""/post/76668883""><b>joo2018</b></a>:<br>Yesssssss o. <br><br>Congratulations, may you flourish in your new home. <br><br><b><s>PS: where is the celebratory orgy taking place?</s></b><br><br></blockquote><img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""></div>",10:21am,Mar-15,2019
"<div class=""narrow"">Yayyyy! Congratulations!!! <br><br>Thank you Jesus!<br><br><blockquote><a href=""/post/76668454""><b>Ifeoma77</b></a>:<br>Woke up to THE mail today<br>It's PPR!!!!!!!!!!!!!!!!!<br></blockquote></div>",10:23am,Mar-15,2019
"<div class=""narrow""><blockquote><a href=""/post/76668454""><b>Ifeoma77</b></a>:<br>Woke up to THE mail today<br>It's PPR!!!!!!!!!!!!!!!!!<br></blockquote>we are ve been waiting for this. Congratulations sis. All d best</div>",10:23am,Mar-15,2019
"<div class=""narrow"">Congratulations to all recent PPR recipients particularly ifeoma. I see that you always go out of your way to assist others and just had to come out to celebrate this with you. Once again, congratulations and God's speed.</div>",10:23am,Mar-15,2019
"<div class=""narrow""><blockquote><a href=""/post/76668454""><b>Ifeoma77</b></a>:<br>Woke up to THE mail today<br>It's PPR!!!!!!!!!!!!!!!!!<br></blockquote><br>Yaaaaaaayyyyy!!!!!!!!!<br>Congrats dear..May canada favour you in Jesus name,Amen!!!!</div>",10:24am,Mar-15,2019
"<div class=""narrow"">Kindly send your Whatsapp number via dm<blockquote><a href=""/post/76664006""><b>Jaspere85</b></a>:<br>  Kindly add me to the group.quote author=adenikeO post=76659292]Good evening everyone, for those interested in joining the BCS Whatsapp group to get more information on the certificate can join via the link below.<br><br><a href=""https:///Fv1vy6tD7ng07oPlVtqh4K"">https:///Fv1vy6tD7ng07oPlVtqh4K</a><br><br><br></blockquote></div>",10:25am,Mar-15,2019
"<div class=""narrow"">YYESSSSSSSSSSSSSSSSSSSSSSSSSSS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!<br><br><br><blockquote><a href=""/post/76668454""><b>Ifeoma77</b></a>:<br>Woke up to THE mail today<br>It's PPR!!!!!!!!!!!!!!!!!<br></blockquote></div>",10:29am,Mar-15,2019
"<div class=""narrow"">Yes o!<br><blockquote><a href=""/post/76673104""><b>Topsmamen</b></a>:<br>Plenty congrats Ifeoma. Cheers to a blissful future in Canada.<br><br>@joo2018, you are next in line.</blockquote></div>",10:30am,Mar-15,2019
"<div class=""narrow"">Cheesing abi when your wassey never greet you boss. My wifey has just been laughing at your stories since morning. Oya, make i go check and scatter d place as promised <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <blockquote><a href=""/post/76673068""><b>Ifeoma77</b></a>:<br>Thank you guys, I am just cheesing here from ear to ear<br>God bless you all for your prayers, good wishes and the encouragement during the wait.<br>we shall all enjoy our new country<br> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""></blockquote></div>",10:30am,Mar-15,2019
"<div class=""narrow""><blockquote><a href=""/post/76668454""><b>Ifeoma77</b></a>:<br>Woke up to THE mail today<br>It's PPR!!!!!!!!!!!!!!!!!<br></blockquote><br>Blessings.. Wonderful news!<br>Thank God it's finally over.<br>May all your steps and future plans be swift and steady.<br>Congratulations on your PPR!!!<br><br>May you continue to be a blessing to everyone near and far.<br>Godspeed.</div>",10:43am,Mar-15,2019
"<div class=""narrow""><blockquote><a href=""/post/76673191""><b>Orange1234</b></a>:<br>Congratulations to all PPR recipients. God is indeed awesome! Please I would like to find out if anyone in 2019 has evaluated ACCA advanced diploma in accounting and business (F4 to F9 subjects) from WES. If so, please what was the outcome? Was it one year diploma?</blockquote><br>I did mine in November 2018 (F2-F9).<br>It was assessed as 3 years bachelors degree.</div>",10:43am,Mar-15,2019
